ID,Source,Title,Address,Phone,Email,Website,Working Hours,Description,Category
11,http://visit.kaunas.lt/en/to-do/health-and-leisure/barbers/old-town-barbers/,Old Town Barbers,"T. Daugirdo g. 4, Kaunas",+370 684 61003, barberskaunas@gmail.com,https://www.facebook.com/BarbersKaunas/,,Senamiestyje įkurtame barberyje apsilankę klientai ras visas būtiniausias grožio procedūras: nuo barzdų formavimo iki plaukų kirpimo ir vyriško manikiūro.,BARBERS
12,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/girstutis-pool-and-sport-center/,Girstutis pool and sport center,"Kovo 11-osios g. 26, Kaunas",+370 37 372 820,info@girstuciobaseinas.lt,http://www.girstuciobaseinas.lt/,,,SPA AND WELLNESS CENTERS
13,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/east-island-spa/,East Island SPA ,"Karaliaus Mindaugo pr. 49, Kaunas (AKROPOLIS) ",+370 700 77 776,kaunas@eastisland.lt,https://www.eastisland.lt/kaunas-spa-centras/,I - VII 10:00 - 21:00,,SPA AND WELLNESS CENTERS
14,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/linija-wellness-center/,"""Linija"" wellness center ","Taikos pr. 44a, Kaunas ",+370 37 380 319,info@linijasportas.lt,http://www.linijasportas.lt/,"I - IV  7:00 - 21:30
V  7:00 - 20:00
VI-VII 9:00 - 20:00",,SPA AND WELLNESS CENTERS
15,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/manor-sauna/,Manor sauna,L.Lekavičiaus g. 2  LT-56337 Rumšiškės,+370 698 33 219,dvaropirtis@gmail.com,http://dvaropirtis.lt/,,,SPA AND WELLNESS CENTERS
16,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/sauleja-spa/,Saulėja SPA ,"K. Donelaičio g. 27, Kaunas",+370 685 02 902,,http://sauleja.lt/,I-VII 09:00 - 21:00 ,,SPA AND WELLNESS CENTERS
17,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/bote-bote/,bote bote,"Kęstučio g. 51, Kaunas",+370 641 05 555,groziostudija.bote@gmail.com,http://www.botebote.lt/grozio-studija-kaune,,,BEAUTY SALON
18,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/aerial-yoga-studio/,Aerial Yoga studio,"Jonavos g. 68, Kaunas",+370 641 59 910,info@camijoga.lt ,www.camijoga.lt,,,SPORT CLUBS
19,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/junora-beauty-lab/,Junora beauty lab,"Karaliaus Mindaugo pr. 7, Kaunas",+370 37 464 464,info@junora.lt,http://www.junora.lt/,,,BEAUTY SALON
20,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/toscana/,Toscana,T. Masiulio g. 18E,+370 602 77 777,info@parkhotel.lt,www.pazaislisparkhotel.lt,,Sauna,SPA AND WELLNESS CENTERS
21,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/impuls-zalgiris-arena/,IMPULS (Žalgiris Arena),"Karaliaus Mindaugo pr. 50, Kaunas",+370 652 66 592,zalgirio.arena@impuls.lt,www.impuls.lt/,"I - V 06:00 - 23:00
VI - VII 10:00 - 17:00",,SPORT CLUBS
22,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/jogos-akademija/,YOGA ACADEMY ,"Savanorių pr. 192, Kaunas",+370 685 18 997,jogosakademija@gmail.com,www.jogosakademija.lt,,,SPORT CLUBS
23,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/sauleja-spa-silainiai/,Saulėja SPA (Šilainiai),"Baltų pr. 7a, Kaunas",+370 656 42 890,,http://sauleja.lt/,I - VII 09:00 - 21:00,,SPA AND WELLNESS CENTERS
24,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/minotauras/,MINOTAURAS ,"Kaimynų g. 9, Kaunas ",+370 636 36 363,info@minotauras.lt,www.minotauras.lt,"I - V 08:00 - 22:00
VI 09:00 - 16:00
VII 09:00 - 15:00","""Minotauras"" sport club.",SPORT CLUBS
25,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/unison-beauty-lab-1/,Unison Beauty Lab 1,"Laisvės al. 9, Kaunas",+370 685 65 194,lab1@unison.lt,http://unison.lt/,,,BEAUTY SALON
26,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/fankas-aerobics-and-sport-club/,FANKAS aerobics and sport club,"Savanorių pr. 66 / Žemaičių g. 31, Kaunas",+370 37 426 868,info@fankas.lt,www.fankas.lt,"I - IV 06:30 - 23:00
V 06:30 - 22:00
VI 09:00 - 18:00
VII 09:00 - 18:00",,SPORT CLUBS
27,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/moteru-ekspresas-sport-club/,MOTERŲ EKSPRESAS Sport club," Raudondvario pl. 101, Kaunas",+370 678 74 957 ,info@moteruekspresas.lt,www.moteruekspresas.lt,"I - IV 7.30 - 20.30
V 7.30 - 20.00 
VI 9.00 - 13.00
VII closed",,SPORT CLUBS
28,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/naujas-lankytinos-vietos-5/,SIL sports center,"Savanorių pr. 276, Kaunas",+370 671 51 215,info@silcentras.lt,www.silcentras.lt,"I - IV 7:00 – 22:00
V 7:00 – 21:00
VI - VII 10:00 – 16:00",Even the most sophisticated customers can enjoy high-quality workouts in SIL sports center. Qualified sports and health professionals are always ready to help to reach your goals.,SPORT CLUBS
29,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/carolina-make-up-studio/,Carolina make-up studio,"M. Daukšos g. 43, Kaunas",+370 671 12140,kaunas@carolina.lt,https://www.carolina.lt/,,,BEAUTY SALON
30,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/dzymas/,Džymas,"Šiaurės pr. 8C, Kaunas",+370 689 29 002,sportoklubas@dzymas.lt,www.dzymas.lt,"I - IV 06:30 - 22:30
V 06:30 - 22:00
VI - VII 09:00 - 15:00
","Sport club ""Džymas"" offers you p",SPORT CLUBS
31,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/fitclub/,FITCLUB,"Šiaurės pr. 8 D, Kaunas",(8-37) 249 616,info@fitclub.lt,http://www.fitclub.lt,"I - IV 06:00 - 23:00
V 06:00 - 21:30
VI - VII 10:00 - 18:00",,SPORT CLUBS
32,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/j-tulcinos-natural-medicine-center/,J. Tulčinos Natural Medicine Center,"Maironio g. 8, Kaunas",+370 37 223 139,kaunas@naturalimedicina.lt,http://www.naturalimedicina.lt,I-V  9:00 - 18:00,,SPA AND WELLNESS CENTERS
33,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/the-general-medicine-practice-clinic/,THE GENERAL MEDICINE PRACTICE CLINIC,"Savanorių pr. 423/421, Kaunas",+370 700 77778,administracija@daktaras.lt,www.daktaras.lt,"I-V - 08:00 - 19:00
VI -  09:00 - 14:00",,SPA AND WELLNESS CENTERS
34,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/high-care-beauty-and-health-center/,High Care -  beauty and health center,"Laisvės al. 43, Kaunas",+370 655 34 242,info@groziocentras.lt,http://www.groziocentras.lt/,"I-V -  09:00 - 20:00
VI -  09:00 - 16:00",,SPA AND WELLNESS CENTERS
35,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/lemon-gym/,Lemon Gym,"Baltų pr. 16, Kaunas",+370 699 26 989,info@lemongym.lt,www.lemongym.lt,"I - V 06:00 - 23:00
VI - VII 09:00 - 21:00", ,SPORT CLUBS
36,http://visit.kaunas.lt/en/medical-tourism/spa-and-rehabilitation/azuolynas-medical-spa/,ĄŽUOLYNAS MEDICAL SPA,"Sporto g. 3, Kaunas",+370 640 45 761,info@azuolynospa.lt,www.azuolynospa.lt,"I - V - 09:00 - 21:00
VI - 09:00 - 16:00",,SPA AND REHABILITATION
37,http://visit.kaunas.lt/en/to-do/health-and-leisure/beauty-salon/uoga-uoga/,Uoga Uoga,"Vilniaus g. 66, Kaunas",+370 640 70703,uogaruta@gmail.com,https://www.facebook.com/grozionamas/,,,BEAUTY SALON
38,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/titanas/,TITANAS,"Jonavos g. 254,  Kaunas",+370 698 22 063,marius@titanas.lt,http://www.titanasgym.lt/,,,SPORT CLUBS
39,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/sportgates/,SportGates,"Vytauto pr. 23, Kaunas",+370 622 27 755,info@sportgates.lt,www.sportgates.lt,I-VII 00:00-24:00,"SportGates is a new, vibrant, unstoppable 24/7 sport club in Kaunas. At the very heart of Kaunas Old Town you can find 100 high-quality fitness machines, professional trainers, administration and parking lots.",SPORT CLUBS
40,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/naujas-lankytinos-vietos-4/,Pegasas,"Savanorių pr. 172, Kaunas",+370 674 64 952,info@pegasas-gym.lt,www.pegasas-gym.lt,"I-IV: 06:00 – 23:00
V: 06:00 – 22:00
VI-VII: 10:00 – 15:00",,SPORT CLUBS
41,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/samurajus-fight-club/,"""SAMURAJUS"" fight club","Partizanų g. 14, Kaunas",+370 616 00 645,samurajus@shotokan.lt,http://www.samurajus.lt,,,SPORT CLUBS
42,http://visit.kaunas.lt/en/to-do/health-and-leisure/barbers/red-light-barbers-kaunas/,Red Light Barbers Kaunas,"Daukšos g. 5, Kaunas",+370 625 08029,info@redlightbarbers.com,https://www.facebook.com/redlightbarberskaunas/,,,BARBERS
43,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/km-studija/,KM Studija,"Karaliaus Mindaugo pr. 55, Kaunas", +370 640 88244,info@kmstudija.lt,http://kmstudija.lt/,,,SPA AND WELLNESS CENTERS
44,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/gymplius/,GymPlius,"Baltų pr. 49, Kaunas; V. Krėvės pr. 13, Kaunas",+370 614 33 555,info@gymplius.lt,www.gymplius.lt,I-VII 00:00 - 00:00, ,SPORT CLUBS
45,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/naujas-lankytinos-vietos-2/,VS Fitness,"Islandijos pl. 32, Kaunas",+370 637 77 474,kaunas@vs-fitness.lt,www.vs-fitness.lt,"I-V 6:30 – 22:00
VI - VII 8:00 – 18:00","VS FITNESS - is the largest sports and wellness center in the Baltic countries, where you can always feel comfortable, efficiently save your time, and boldly discover your new opportunities.",SPORT CLUBS
46,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/shanti-ayurvedic-massage/,SHANTI (Ayurvedic massage) ,"Laisvės al. 3, Kaunas",+370 616 88 777,spakaunas@ajurveda.lt,http://kaunas.ajurveda.lt/,I - VII  10:00 - 21:00 ,Since time immemorial people have been trying to find ways how to prolong their youth and lives. Thus what can be better than ancient natural treatments that have been checked by time and experience. Ayurveda that is one of the oldest and the most effective medicine systems is widely applied in India and the rest of the world. We believe that you have to not only cure the illnesses but also to nourish your body and soul in order to live a long and healthy life.,SPA AND WELLNESS CENTERS
47,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/5-senses/,5 Senses,"Miško g. 13, Kaunas",+370 620 33707,info@5senses.lt,http://5senses.lt/#top,,,SPA AND WELLNESS CENTERS
48,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/leta-callanetics/,LETA Callanetics,"Romainių g. 48B, Kaunas",+370 657 57 718,raimonda1612@yahoo.com,www.leta.lt,,,SPORT CLUBS
49,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/zalgiris-sport-complex/,ŽALGIRIS Sport Complex,"A. ir J. Gravrogkų g. 4, Kaunas",+370 604 03 155,sportas@zalgiris-kompleksas.lt,www.zalgiris-kompleksas.lt,"I - V 07:00 - 23:00
VI - VII 07:00 - 21:00","At Žalgiris Sport Complex, visitors of all ages can choose activities for improving the health of the body. Exercises will give you a sense of good mood.",SPORT CLUBS
50,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/cunamis/,CUNAMIS,"V. Krėvės pr. 50, Kaunas",+370 650 78 644,info@cunamis.lt,www.facebook.com/pg/CunamisFightClub,,,SPORT CLUBS
51,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/biofirst-advanced-medical-and-beauty-clinic/,BIOFIRST –  ADVANCED MEDICINE AND BEAUTY CLINIC,"Studentų g. 37, Kaunas",+370 686 40 115,info@bioklinika.lt,http://www.biogrozis.lt/,"I - V -  09:00 – 20:00
VI - 09:00 – 15:00 ",,SPA AND WELLNESS CENTERS
52,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/thai-massage-salon-sabai-thai/,"Thai massage salon ""Sabai Thai""","J. Gruodžio g. 31, Kaunas ",+370 655 23 127,sabaithailt@gmail.com,http://sabaithai.lt/,"II-V - 11:00 - 20:00
VI - 11:00 -18:00
",,SPA AND WELLNESS CENTERS
